"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hilla","idp_out_camp",0.206896551724138,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.muqdadiya","returnee",0.0789473684210526,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","idp_out_camp",0.0975609756097561,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","returnee",0.0134228187919463,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","chamchamal","idp_out_camp",0.0384615384615385,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.amadiya","idp_in_camp",0.780487804878049,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.amadiya","idp_out_camp",0.0123456790123457,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","rania","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ana","idp_out_camp",0.0289855072463768,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ana","returnee",0.0303030303030303,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.daur","returnee",0.0714285714285714,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","derbendikhan","idp_out_camp",0.233009708737864,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.adhamiya","idp_out_camp",0.0392156862745098,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","daquq","idp_out_camp",0.0606060606060606,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","daquq","returnee",0.0720720720720721,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","heet","idp_out_camp",0.166666666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","heet","returnee",0.0206185567010309,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","balad","idp_out_camp",0.23,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","balad","returnee",0.0648148148148148,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sinjar","idp_out_camp",0.0598290598290598,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sinjar","returnee",0.0421052631578947,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","abu.al.khaseeb","host",0.0380952380952381,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tilkaef","idp_out_camp",0.00740740740740741,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tilkaef","returnee",0.0208333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.rutba","idp_out_camp",0.00757575757575758,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.rutba","returnee",0.195266272189349,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","telafar","idp_out_camp",0.00746268656716418,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","telafar","returnee",0.0104166666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.karkh","idp_out_camp",0.0105263157894737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","beygee","returnee",0.0294117647058824,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","samarra","idp_out_camp",0.171875,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","samarra","returnee",0.0769230769230769,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.kut","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sumail","idp_in_camp",0.78920250718456,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sumail","idp_out_camp",0.0833333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_in_camp",0.966042133595325,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_out_camp",0.298850574712644,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hatra","idp_out_camp",0.027027027027027,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hatra","returnee",0.00952380952380952,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tikrit","idp_out_camp",0.00961538461538462,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tikrit","returnee",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.kahla","idp_out_camp",0,"received_aid"
