"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","female",0.0887212760416115,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","male",0.0604245286929886,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","female",0.418903671900713,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","male",0.45758387093026,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","female",0.663396418607621,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","male",0.595332159364851,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","female",0.024873534996352,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","male",0.0141710204426558,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","female",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","male",0.00877679786326329,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","female",0.0172096174186187,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","male",0.00315276243686768,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","female",0.015098462758662,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","male",0.00850610438517499,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","female",0,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","male",0.00277700956001358,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","female",0.00235936773321932,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","male",0.00809763511839855,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Education services","female",0.133890127429693,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","male",0.158351236372606,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","female",0.0374073295626515,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","male",0.0472724685564877,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","none","female",0,"received_aid_none"
"AAP","% of HHs reporting to have received [type of aid]","none","male",0,"received_aid_none"
"AAP","% of HHs reporting to be satisfied with the aid received","","female",0.681588998946717,"aid_satisfaction"
