"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hilla",0.206896551724138,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.muqdadiya",0.0789473684210526,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk",0.0419195061756737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","chamchamal",0.0384615384615385,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.amadiya",0.565275571338089,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","rania",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ana",0.0302299881888367,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.daur",0.0714285714285714,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","derbendikhan",0.233009708737864,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.adhamiya",0.0392156862745098,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","daquq",0.067330879582723,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","heet",0.0216352339673413,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","balad",0.0776904449197593,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sinjar",0.0462112250349683,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tilkaef",0.0192033788174139,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.rutba",0.178028253367441,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","telafar",0.0103414541801696,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.karkh",0.0105263157894737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","beygee",0.0294117647058824,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","samarra",0.102533195532454,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.kut",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sumail",0.466384183232834,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah",0.391315691483292,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hatra",0.0106129076943926,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tikrit",0.000753771256829552,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.kahla",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.shirqat",0.07,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","koysinjaq",0.025,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.ramadi",0.000788700239980586,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kifri",0.195653717215539,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","zakho",0.512047133613797,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baquba",0.311320754716981,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","haditha",0.104166666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hawiga",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.khalis",0.0462836349797797,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.nasiriya",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.baaj",0.00922013726655893,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kalar",0.590580265747642,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","dibis",0.00906742007147687,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil",0.0994219433261501,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","halabcha",0.0288461538461538,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","tooz.khurmato",0.0782612655256196,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.kaim",0.000242510468368551,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.falluja",0.00466335133717325,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","aqra",0.0398544713327487,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","dokan",0.509259259259259,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.hamdaniya",0.239221875471341,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok",0.019047619047619,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.risafa",0,"received_aid"
