"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","babil",0.100769577126562,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala",0.0694643081074943,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk",0.0259768908308652,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah",0.36806750523485,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok",0.437448129242199,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar",0.0105232978516314,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din",0.0493942320696285,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad",0.0185212646318079,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa",0.044752675481565,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","wassit",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","maysan",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil",0.118165272860693,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","thi.qar",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kerbala",0.0105263157894737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.qadissiya",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.najaf",0.0204050187101035,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.basrah",0.0890774125132556,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","babil",0.0157630234223634,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala",0.0506024988684709,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk",0.312434022560713,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah",0.133022157704944,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok",0.824706627082762,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar",0.324451290616465,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din",0.0780669146537164,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa",0.426293999447505,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil",0.494459868026,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.najaf",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah",0.0833333333333333,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","babil",0.968473953155273,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala",0.815785961397476,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk",0.745566494563506,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah",0.830299116948858,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok",0.264028969875586,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar",0.683979204206639,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din",0.910466681867358,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad",0.392006437932685,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa",0.655895315727588,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil",0.821011774242354,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.najaf",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.basrah",0.916666666666667,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","babil",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","diyala",0.00956538351783999,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","kirkuk",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.sulaymaniyah",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","duhok",0.00263137361313219,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar",0.0227038348801487,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","salah.al.din",0.0623942249541743,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","baghdad",0.202664520689105,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","ninewa",0.0235614875277616,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","erbil",0.00335116519029161,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.najaf",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.basrah",0.0833333333333333,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","babil",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","diyala",0.0017627846268477,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","kirkuk",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.sulaymaniyah",0.00510554003763969,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","duhok",0.00154070651766467,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.anbar",0.0049571676177418,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","salah.al.din",0.00362274737617009,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","baghdad",0.151327885923816,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","ninewa",0.0187755564682884,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","erbil",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.najaf",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.basrah",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","babil",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","diyala",0.00956538351783999,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","kirkuk",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.sulaymaniyah",0.000936996416269884,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","duhok",0.000902452141429408,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","salah.al.din",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","baghdad",0.353992406612921,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","ninewa",0.0102603172223454,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","erbil",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.najaf",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.basrah",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","babil",0,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","diyala",0.00642221256083877,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","kirkuk",0.0609826824843518,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.sulaymaniyah",0.018602197163278,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","duhok",0.00395326041707843,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.anbar",0.00937842522275476,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","salah.al.din",0.00777146943324838,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","baghdad",0.40532904137821,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","ninewa",0.00170651966521631,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","erbil",0.0023067665409027,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.najaf",0,"received_aid_seasonal_items"
