"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp",0.100476217626806,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_camp",0.929438480107611,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","returnee",0.0428145573993657,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp",0.14383020958405,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_camp",0.303825281405612,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","returnee",0.269014043723758,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp",0.76409373246086,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_camp",0.900126448160425,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","returnee",0.553513826552772,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp",0.0257921992308532,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_camp",0.0699270160722042,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","returnee",0.0444608988810523,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp",0.00943362001248219,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_camp",0.0501813424021287,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","returnee",0.0143638958406585,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp",0.00818501271596725,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_camp",0.0074197225625563,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","returnee",0.00245299799375375,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp",0.0457274291823737,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_camp",0.078515767489649,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","returnee",0.0309019834950051,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp",0.323612199956427,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_camp",0.11230351008773,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","returnee",0.2397145752756,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp",0.00914824068787475,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_camp",0.00206495876819047,"received_aid_protection"
