"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Samarra","idp",0.0555555555555556,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil","idp_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ramadi","idp",0.010989010989011,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ramadi","idp_camp",0.975609756097561,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ramadi","returnee",0.00613496932515337,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shirqat","idp",0.0568181818181818,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shirqat","idp_camp",0.75,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sumel","idp",0.0404040404040404,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sumel","idp_camp",0.921615201900238,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tilkaif","idp",0.0816326530612245,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tilkaif","returnee",0.021505376344086,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Amedi","idp",0.0116279069767442,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Amedi","idp_camp",0.984848484848485,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Falluja","idp",0.424528301886793,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Falluja","idp_camp",0.946341463414634,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Falluja","returnee",0.018018018018018,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mosul","idp",0.0425531914893617,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mosul","idp_camp",0.938028169014085,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mosul","returnee",0.0736842105263158,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Heet","idp",0.0638297872340425,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Heet","returnee",0.0212765957446809,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Darbandihkan","idp",0.577777777777778,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Adhamia","idp",0.043956043956044,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kadhimia","idp",0.0206185567010309,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Resafa","idp",0.0112359550561798,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Resafa","idp_camp",0.86046511627907,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dahuk","idp",0.106382978723404,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khalis","returnee",0.0101010101010101,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Zakho","idp",0.0425531914893617,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Zakho","idp_camp",0.956521739130435,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daquq","idp",0.03125,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daquq","idp_camp",0.771317829457364,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daquq","returnee",0.0108695652173913,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kifri","idp",0.366071428571429,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kifri","returnee",0.0833333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Makhmur","idp_camp",0.991735537190083,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Makhmur","returnee",0.0105263157894737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sinjar","idp",0.566666666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sinjar","returnee",0.322222222222222,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Telafar","idp",0.127659574468085,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Telafar","returnee",0.0824742268041237,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hamdaniya","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hamdaniya","idp_camp",0.949704142011834,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hamdaniya","returnee",0.00917431192660551,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk","idp",0.0967741935483871,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk","returnee",0.074468085106383,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kalar","idp",0.358333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kalar","idp_camp",0.46551724137931,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shikhan","idp",0.0105263157894737,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shikhan","idp_camp",0.964980544747082,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tikrit","idp",0.157894736842105,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tikrit","idp_camp",0.949438202247191,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tikrit","returnee",0.0319148936170213,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kut","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Haditha","idp",0.0357142857142857,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Haditha","returnee",0.0471698113207547,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Chamchamal","idp",0.41304347826087,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Baladrooz","idp",0.266666666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Muqdadiya","idp",0.00900900900900901,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Muqdadiya","returnee",0.0784313725490196,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Nassriya","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khanaqin","idp",0.184782608695652,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khanaqin","idp_camp",0.834254143646409,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khanaqin","returnee",0.0467289719626168,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniya","idp",0.360824742268041,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniya","idp_camp",0.977272727272727,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dokan","idp",0.919540229885057,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dokan","idp_camp",0.982456140350877,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Abu Ghraib","idp",0.00884955752212389,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Abu Ghraib","idp_camp",0.913978494623656,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ru'ua","returnee",0.0645161290322581,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kaim","returnee",0.021505376344086,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mahawil","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Akre","idp",0.149606299212598,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Akre","idp_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kerbala","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hawiga","returnee",0.0957446808510638,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dabes","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dabes","returnee",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shaqlawa","idp",0.10989010989011,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Diwaniya","idp",0.358974358974359,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Baiji","returnee",0.0555555555555556,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Balad","returnee",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ba'quba","idp",0.0357142857142857,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tooz","idp",0.0104166666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tooz","returnee",0.0315789473684211,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Najaf","idp",0.125,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Rutba","returnee",0.0978260869565217,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mahmoudiya","idp",0.0222222222222222,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mahmoudiya","returnee",0.127659574468085,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hindiya","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hindiya","idp_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Soran","idp",0.209302325581395,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Rania","idp",0.850574712643678,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Karkh","idp",0.0204081632653061,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daur","returnee",0.0099009900990099,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Halabja","idp",0.775,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Amara","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hashimiya","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Koisnjaq","idp",0.16304347826087,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kufa","idp",0.341463414634146,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Musayab","idp",0.0326086956521739,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mada'in","idp_camp",0.974358974358974,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Suwaira","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Na'maniya","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hilla","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Azezia","idp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Hamza","idp",0.5,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Afaq","idp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shamiya","idp",1,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Samarra","idp",0.2,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Erbil","idp_camp",0.677165354330709,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Ramadi","idp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Ramadi","idp_camp",0.00833333333333333,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Ramadi","returnee",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Shirqat","idp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Shirqat","idp_camp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Sumel","idp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Sumel","idp_camp",0.631443298969072,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Tilkaif","idp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Tilkaif","returnee",0.5,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Amedi","idp",1,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Amedi","idp_camp",0.969230769230769,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Falluja","idp_camp",0.0309278350515464,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Falluja","returnee",0.5,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Mosul","idp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Mosul","idp_camp",0.015015015015015,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Mosul","returnee",0.285714285714286,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Heet","idp",0.5,"received_aid_cash"
