"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Salah al-Din",0.117030024103138,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil",0.0756623255502155,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Anbar",0.347567185050225,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dahuk",0.461503808592909,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ninewa",0.382255331001508,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniyah",0.566519348391851,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Baghdad",0.0697391502352961,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Diyala",0.223594216771094,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk",0.228263260029488,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Wassit",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Thi-Qar",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Babylon",0.0129466858789625,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kerbala",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Qadissiya",0.448979591836735,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Najaf",0.193798449612403,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Missan",0,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Salah al-Din",0.0698656964386817,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Erbil",0.651261692847661,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Anbar",0.0391982450473295,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Dahuk",0.614419368367706,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Ninewa",0.234693455645011,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Sulaymaniyah",0.291036751234271,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Baghdad",0.624508722072739,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Diyala",0.0145955767081769,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Kirkuk",0.186514812326423,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Babylon",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Qadissiya",0.568181818181818,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Najaf",0.12,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","Salah al-Din",0.751925450849723,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Erbil",0.996229066344184,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Anbar",0.939997440755131,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Dahuk",0.844643462394439,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Ninewa",0.853155476182847,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Sulaymaniyah",0.898994962602252,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Baghdad",0.759432536203404,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Diyala",0.834048172236649,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Kirkuk",0.895857009572046,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Babylon",0.333333333333333,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Qadissiya",0.681818181818182,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","Najaf",0.36,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","Salah al-Din",0.0696995572716051,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Erbil",0.271270956971564,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Anbar",0.00113772733922497,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Dahuk",0.0044570957713772,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Ninewa",0.100105227577895,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Sulaymaniyah",0.0871808823100761,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Baghdad",0.0241595368382864,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Diyala",0.00992668044088208,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Kirkuk",0.0752495015409389,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Babylon",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Qadissiya",0,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","Najaf",0.12,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Salah al-Din",0.00500737880658245,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Erbil",0.252189348744525,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Anbar",0.0069196774764819,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Dahuk",0.0343702088378335,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Ninewa",0.0612024030163073,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Sulaymaniyah",0.00431840723381136,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Baghdad",0.0041229555280104,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Diyala",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Kirkuk",0.108277004512653,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","Babylon",0,"received_aid_fuel"
