"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"received_aid","population_group","0","idp_in_camp",0.288448652780496,NA,0.222186579746516,0.354710725814475,"district","al.falluja"
"received_aid","population_group","1","idp_in_camp",0.711551347219504,NA,0.645289274185525,0.777813420253484,"district","al.falluja"
"received_aid","population_group","0","idp_out_camp",0.882352941176471,NA,0.829651497601295,0.935054384751646,"district","al.falluja"
"received_aid","population_group","1","idp_out_camp",0.117647058823529,NA,0.0649456152483542,0.170348502398705,"district","al.falluja"
"received_aid","population_group","0","returnee",0.97029702970297,NA,0.942390714466776,0.998203344939164,"district","al.falluja"
"received_aid","population_group","1","returnee",0.0297029702970297,NA,0.00179665506083587,0.0576092855332235,"district","al.falluja"
"received_aid","population_group","0","idp_out_camp",0.664893617021277,NA,0.607981372560754,0.721805861481799,"district","al.ramadi"
"received_aid","population_group","1","idp_out_camp",0.335106382978723,NA,0.278194138518201,0.392018627439246,"district","al.ramadi"
"received_aid","population_group","0","returnee",0.854166666666667,NA,0.794616730477781,0.913716602855552,"district","al.ramadi"
"received_aid","population_group","1","returnee",0.145833333333333,NA,0.0862833971444475,0.205383269522219,"district","al.ramadi"
"received_aid","population_group","0","returnee",0.990990990990991,NA,0.976172489847284,1.0058094921347,"district","haditha"
"received_aid","population_group","1","returnee",0.00900900900900901,NA,-0.00580949213469791,0.0238275101527159,"district","haditha"
"received_aid","population_group","1","idp_out_camp",0,NA,0,0,"district","heet"
"received_aid","population_group","0","returnee",0.989583333333333,NA,0.972421554548298,1.00674511211837,"district","heet"
"received_aid","population_group","1","returnee",0.0104166666666667,NA,-0.00674511211836878,0.0275784454517021,"district","heet"
"received_aid","population_group","0","idp_out_camp",0.875,NA,0.819090033298602,0.930909966701398,"district","al.khalis"
"received_aid","population_group","1","idp_out_camp",0.125,NA,0.0690900332986022,0.180909966701398,"district","al.khalis"
"received_aid","population_group","0","returnee",0.972477064220184,NA,0.946520952774306,0.998433175666061,"district","al.khalis"
"received_aid","population_group","1","returnee",0.0275229357798165,NA,0.00156682433393906,0.053479047225694,"district","al.khalis"
"received_aid","population_group","0","idp_in_camp",0.644444444444444,NA,0.526209358335395,0.762679530553494,"district","baquba"
"received_aid","population_group","1","idp_in_camp",0.355555555555556,NA,0.237320469446506,0.473790641664605,"district","baquba"
"received_aid","population_group","1","idp_out_camp",0,NA,0,0,"district","baquba"
"received_aid","population_group","0","idp_in_camp",0.558689741992544,NA,0.490342929658526,0.627036554326562,"district","khanaqin"
