"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar",0.0910528180849848,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala",0.08516126607679,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok",0.441570883453501,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil",0.105168581457783,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk",0.0221240887083067,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa",0.0908001524249961,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din",0.0363788735278946,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","wassit",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.basrah",0.296296296296296,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.najaf",0.250283142940239,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.qadissiya",0.0833333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah",0.29837488101807,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","babil",0.183333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad",0.0537351827489906,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kerbala",0.154716069757379,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","thi.qar",0.0666666666666667,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar",0.0593778202338559,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala",0.113566089978546,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok",0.622025541459107,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil",0.353744069020189,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk",0.123885766240817,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa",0.225474118913093,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din",0.0936328770607666,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah",0.25,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.najaf",0.257662031887538,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.qadissiya",0.2,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah",0.292519581711169,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","babil",0.454545454545454,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad",0.240598186845255,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kerbala",0.0736929741261561,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","thi.qar",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar",0.981177411896849,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala",0.995588803196944,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok",0.87107777884997,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil",0.844452197063864,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk",0.951493830775761,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa",0.837608129634908,"received_aid_food"
