"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","female",0.148966099161436,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","male",0.0979327498999742,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","female",0.173049712251814,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","male",0.2916819528534,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","female",0.954183671412383,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","male",0.888052421437603,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","female",0.00130764434526637,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","male",0.012872086581438,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","female",0,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","male",0.000665632569391011,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","female",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","male",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","female",0.0230296989926223,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","male",0.0570872498604968,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","female",0.189140895504603,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","male",0.21786336125516,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","female",0,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","male",0.000645987464205388,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Education services","female",0,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","male",0.000200272332554797,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","female",0.142500183649062,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","male",0.196800804440891,"received_aid_healthcare"
"AAP","% of HHs reporting to be satisfied with the aid received","","female",0.875129040261738,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","male",0.833733727145256,"aid_satisfaction"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","female",0.129718814740152,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","male",0.100326788491233,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","apartment","female",0.0279190702216899,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","container","female",0.00714813028712363,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building","female",0.00890742017297592,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","house","female",0.838101537926082,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","female",0.00322123194288635,"shelter.shelter_type"
