"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","idp_in_camp",0.68503937007874,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","idp_out_camp",0.175280898876405,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","returnee",0.0792079207920792,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","idp_in_camp",0.486725663716814,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","idp_out_camp",0.0847058823529412,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","returnee",0.0709459459459459,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","idp_in_camp",0.887434554973822,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","idp_out_camp",0.145,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_in_camp",0.942708333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_out_camp",0.0633245382585752,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","idp_in_camp",0.900826446280992,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","idp_out_camp",0.0227272727272727,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","returnee",0.00392156862745098,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","idp_in_camp",0.885598923283984,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","idp_out_camp",0.0404907975460123,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","returnee",0.0583657587548638,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","idp_in_camp",0.74,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","idp_out_camp",0.040133779264214,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","returnee",0.022508038585209,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","wassit","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.basrah","idp_out_camp",0.296296296296296,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.najaf","idp_out_camp",0.245454545454545,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.qadissiya","idp_out_camp",0.0833333333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_in_camp",0.926701570680628,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_out_camp",0.149220489977728,"received_aid"
