"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_in_camp",0.818610129564193,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_out_camp",0.103259630727148,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","returnee",0.0437037037037037,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_in_camp",0.517985611510791,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_out_camp",0.145695364238411,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","returnee",0.127118644067797,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_in_camp",0.914148681055156,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_out_camp",0.894039735099338,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","returnee",0.88135593220339,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_in_camp",0.018705035971223,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_out_camp",0.00662251655629139,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","returnee",0.0254237288135593,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_in_camp",0.000959232613908873,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_out_camp",0.00441501103752759,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","returnee",0.00847457627118644,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_in_camp",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_out_camp",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","returnee",0,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_in_camp",0.0335731414868106,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_out_camp",0.112582781456954,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","returnee",0.0423728813559322,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_in_camp",0.358273381294964,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_out_camp",0.11037527593819,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","returnee",0.076271186440678,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_in_camp",0.000479616306954436,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_out_camp",0.0022075055187638,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","returnee",0,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_in_camp",0,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_out_camp",0.0022075055187638,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","returnee",0,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_in_camp",0.183213429256595,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_out_camp",0.0551876379690949,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","returnee",0.0508474576271186,"received_aid_healthcare"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_in_camp",0.764508393285372,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_out_camp",0.865342163355408,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","returnee",0.932203389830508,"aid_satisfaction"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","idp_in_camp",0.973301923831959,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","idp_out_camp",0.100296330066104,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","returnee",0.0544444444444444,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","container","idp_in_camp",0.263054574008638,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building","idp_in_camp",0.000392618767177071,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","idp_in_camp",0.0133490380840204,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","idp_in_camp",0.0266980761680408,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","idp_in_camp",0.000392618767177071,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","rhu","idp_in_camp",0.0204161758932077,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent","idp_in_camp",0.672555948174323,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_abandoned_building","idp_in_camp",0.00314095013741657,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","apartment","idp_out_camp",0.0827444723045361,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","container","idp_out_camp",0.00729427855026214,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building","idp_out_camp",0.0141326646911329,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel","idp_out_camp",0.000227946204695692,"shelter.shelter_type"
