"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.falluja","idp_in_camp",0.711551347219504,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.falluja","idp_out_camp",0.117647058823529,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.falluja","returnee",0.0297029702970297,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.ramadi","idp_out_camp",0.335106382978723,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.ramadi","returnee",0.145833333333333,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","haditha","returnee",0.00900900900900901,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","heet","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","heet","returnee",0.0104166666666667,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.khalis","idp_out_camp",0.125,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.khalis","returnee",0.0275229357798165,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baquba","idp_in_camp",0.355555555555556,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baquba","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","khanaqin","idp_in_camp",0.441310258007456,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","khanaqin","idp_out_camp",0.227722772277228,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","khanaqin","returnee",0.145631067961165,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","idp_out_camp",0.06,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sumail","idp_in_camp",0.826729917094754,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","sumail","idp_out_camp",0.0373831775700935,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","zakho","idp_in_camp",0.959942102244192,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","zakho","idp_out_camp",0.00869565217391304,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_in_camp",0.953037643462266,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_out_camp",0.0297029702970297,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","rawanduz","idp_out_camp",0.0446428571428571,"received_aid"
