"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sumel","idp_out_camp",0.973214285714286,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Soran","idp_out_camp",0.953846153846154,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dahuk","idp_out_camp",0.91588785046729,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ramadi","idp_out_camp",0.94,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Amedi","idp_out_camp",0.991735537190083,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shikhan","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Zakho","idp_out_camp",0.976,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil","idp_out_camp",0.811023622047244,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shaqlawa","idp_out_camp",0.927272727272727,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dokan","idp_out_camp",0.944444444444445,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sharbazher","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Pshdar","idp_out_camp",0.888888888888889,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Akre","idp_out_camp",0.969230769230769,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Koisnjaq","idp_out_camp",0.927927927927928,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Halabja","idp_out_camp",0.96969696969697,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kut","idp_out_camp",0.990740740740741,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Fallujah","idp_out_camp",0.875,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Chamchamal","idp_out_camp",0.871287128712871,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kifri","idp_out_camp",0.868131868131868,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniyah","idp_out_camp",0.78125,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Muqdadiya","idp_out_camp",0.752475247524752,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kalar","idp_out_camp",0.884210526315789,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daquq","idp_out_camp",0.660869565217391,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khanaqin","idp_out_camp",0.835443037974684,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Rania","idp_out_camp",0.943181818181818,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tikrit","idp_out_camp",0.276315789473684,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mada'in","idp_out_camp",0.645161290322581,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk","idp_out_camp",0.476923076923077,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Balad","idp_out_camp",0.74468085106383,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shirqat","idp_out_camp",0.838235294117647,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dabes","idp_out_camp",0.62962962962963,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Makhmur","idp_out_camp",0.806451612903226,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Baladrooz","idp_out_camp",0.7,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Darbandihkan","idp_out_camp",0.929292929292929,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daur","idp_out_camp",0.277777777777778,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Choman","idp_out_camp",0.914285714285714,"received_aid"
