"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sumel",0.973214285714286,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Soran",0.953846153846154,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dahuk",0.91588785046729,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ramadi",0.94,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Amedi",0.991735537190083,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shikhan",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Zakho",0.976,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil",0.811023622047244,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shaqlawa",0.927272727272727,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dokan",0.944444444444445,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sharbazher",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Pshdar",0.888888888888889,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Akre",0.969230769230769,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Koisnjaq",0.927927927927928,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Halabja",0.96969696969697,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kut",0.990740740740741,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Fallujah",0.875,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Chamchamal",0.871287128712871,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kifri",0.868131868131868,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniyah",0.78125,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Muqdadiya",0.752475247524752,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kalar",0.884210526315789,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Daquq",0.660869565217391,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Khanaqin",0.835443037974684,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Rania",0.943181818181818,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Tikrit",0.276315789473684,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Mada'in",0.645161290322581,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk",0.476923076923077,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Balad",0.74468085106383,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Shirqat",0.838235294117647,"received_aid"
