"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Dahuk1","idp_out_camp",0.962302003784848,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Erbil1","idp_out_camp",0.829744022174091,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Anbar","idp_out_camp",0.88831906065154,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Ninewa","idp_out_camp",0.98513330876029,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Sulaymaniyah1","idp_out_camp",0.835228308241335,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Wassit","idp_out_camp",0.99585742297626,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Diyala","idp_out_camp",0.779309306524542,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kirkuk1","idp_out_camp",0.496872134240884,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Salah al-Din","idp_out_camp",0.41484976579176,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Baghdad","idp_out_camp",0.712407602408329,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Muthanna","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Babylon","idp_out_camp",0.928591254164605,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Basrah1","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Qadissiya","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Kerbala1","idp_out_camp",0.996985661478897,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Najaf1","idp_out_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Thi-Qar","idp_out_camp",0.994289568345324,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","Missan","idp_out_camp",1,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Dahuk1","idp_out_camp",0.910583372605787,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Erbil1","idp_out_camp",0.705393289276357,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Anbar","idp_out_camp",0.585905766344541,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Ninewa","idp_out_camp",0.937393376368778,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Sulaymaniyah1","idp_out_camp",0.650585734087131,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Wassit","idp_out_camp",0.938333009234385,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Diyala","idp_out_camp",0.531568934867268,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Kirkuk1","idp_out_camp",0.33732293268058,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Salah al-Din","idp_out_camp",0.0291598595862292,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Baghdad","idp_out_camp",0.538694004849043,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Muthanna","idp_out_camp",0.68295177847904,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Babylon","idp_out_camp",0.530314282897343,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","Basrah1","idp_out_camp",0.999136475656376,"received_aid_cash"
