"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","female",0.599503685390903,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","male",0.784750228597946,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","female",0.4296349779226,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","male",0.598545862949608,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","female",0.398278798102441,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","male",0.540659562296172,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","female",0.0125215802658753,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","male",0.0401236830886655,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","female",0.233355462819831,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","male",0.340111519865355,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","female",0.136876295159847,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","male",0.122762072500912,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","female",0.0683248359290999,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","male",0.133010218107672,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","female",0.0831483902469496,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","male",0.0877950322245526,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","none","female",0.401186077135838,"received_aid_none"
"AAP","% of HHs reporting to have received [type of aid]","none","male",0.217632653431398,"received_aid_none"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","female",0.153148328636417,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","male",0.189133137743872,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Abandoned_building","female",0.0105586222196097,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Apartment","female",0.141778874159845,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Container","female",0.00621016538245963,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building","female",0.00984058248451503,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","House","female",0.696008909384899,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","female",0.0090638878188392,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building","female",0.0420992163887553,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Tent","female",0.0183486093601761,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Unfinished_building","female",0.0660911328009008,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Abandoned_building","male",0.009387809336712,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Apartment","male",0.134951180585294,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","Container","male",0.00441494504405183,"shelter.shelter_type"
