"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name","year"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","host",0.0100992225484928,"received_aid","2021"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_in_camp",0.804718945295449,"received_aid","2021"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_out_camp",0.101888386298373,"received_aid","2021"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","returnee",0.0220368586066831,"received_aid","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","host",0.102951858615854,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_in_camp",0.87657074381942,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_out_camp",0.0908334889045723,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","returnee",0.090341172312156,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","host",0.897048141384146,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_in_camp",0.292620317125656,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_out_camp",0.896484705575043,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","returnee",0.848858588004333,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","host",0.172546171035772,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_in_camp",0.0152683308580287,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_out_camp",0.0100369995433687,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","returnee",0.0223483876099276,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","host",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_in_camp",0.00476194430195331,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_out_camp",0.00432539680289961,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","returnee",0.0147158510013518,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","host",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_in_camp",0.00587924645612525,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_out_camp",0.00318309193313077,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","returnee",0.00655438545466048,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","host",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_in_camp",0.00399015472505383,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_out_camp",0.0184243910290625,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","returnee",0.0102701744305347,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","host",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_in_camp",0.000833352957689594,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_out_camp",0.00742288712414537,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","host",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_in_camp",0.00241413698888098,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_out_camp",0.000519303442528222,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","returnee",0.0215058738250227,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","host",0,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_in_camp",0.171160842334021,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_out_camp",0.0993272749963205,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","returnee",0.179543421610157,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","host",0,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_in_camp",0.0491554168608516,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_out_camp",0.0649894220244081,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","returnee",0.0216725961287852,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","host",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","idp_out_camp",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","returnee",0,"received_aid_none","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","host",1,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_in_camp",0.680236561448403,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_out_camp",0.62963711399679,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","returnee",0.58189812467699,"aid_satisfaction","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","host",0.0240131804291237,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","idp_in_camp",1,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","idp_out_camp",0.142523600729759,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","returnee",0.0683828035830971,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","host",0.0775030620786895,"shelter.shelter_type","2021"
