"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name","p_value"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","female",0.0629920051827133,"received_aid",1.7419147120222e-40
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","male",0.139268893334215,"received_aid",1.7419147120222e-40
"AAP","% of HHs reporting to have received [type of aid]","Cash","female",0.206965462454318,"received_aid_cash",0.000264033447676288
"AAP","% of HHs reporting to have received [type of aid]","Cash","male",0.400474171837566,"received_aid_cash",0.000264033447676288
"AAP","% of HHs reporting to have received [type of aid]","Food","female",0.775318655030295,"received_aid_food",0.0277013617976878
"AAP","% of HHs reporting to have received [type of aid]","Food","male",0.78725101476229,"received_aid_food",0.0277013617976878
"AAP","% of HHs reporting to have received [type of aid]","Water","female",0.0463455671424163,"received_aid_water",0.0866751610315686
"AAP","% of HHs reporting to have received [type of aid]","Water","male",0.0286227923967951,"received_aid_water",0.0866751610315686
"AAP","% of HHs reporting to have received [type of aid]","Fuel","female",0.0196692195947071,"received_aid_fuel",0.599997406067774
"AAP","% of HHs reporting to have received [type of aid]","Fuel","male",0.0238068861287667,"received_aid_fuel",0.599997406067774
"AAP","% of HHs reporting to have received [type of aid]","Shelter","female",0.010311337982795,"received_aid_shelter",0.999999999999984
"AAP","% of HHs reporting to have received [type of aid]","Shelter","male",0.0177315707140299,"received_aid_shelter",0.999999999999984
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","female",0.170818033063881,"received_aid_seasonal_items",0.493795406783808
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","male",0.126721854832846,"received_aid_seasonal_items",0.493795406783808
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","female",0.194275147576018,"received_aid_other_nfi",0.00502546966253039
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","male",0.279268821266171,"received_aid_other_nfi",0.00502546966253039
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","female",0,"received_aid_protection",0.999999999999999
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","male",0.000804316065360386,"received_aid_protection",0.999999999999999
"AAP","% of HHs reporting to have received [type of aid]","Education services","female",0,"received_aid_education",0.999999999999999
"AAP","% of HHs reporting to have received [type of aid]","Education services","male",0.00662222298937149,"received_aid_education",0.999999999999999
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","female",0.0268596575513646,"received_aid_healthcare",0.0112365989411526
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","male",0.141132962961861,"received_aid_healthcare",0.0112365989411526
"AAP","% of HHs reporting to be satisfied with the aid received","","female",0.0489006438312512,"aid_satisfaction",1.07998426040959e-24
"AAP","% of HHs reporting to be satisfied with the aid received","","male",0.106163723253638,"aid_satisfaction",1.07998426040959e-24
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","female",0.103060515600873,"critical_shelter",3.41667732868374e-38
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","male",0.136492992405196,"critical_shelter",3.41667732868374e-38
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","apartment","female",0.0559034747078198,"shelter.shelter_type",1.66226269624147e-75
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building","female",0.0205420865299812,"shelter.shelter_type",1.66226269624147e-75
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel","female",0.00137430358484138,"shelter.shelter_type",1.66226269624147e-75
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","house","female",0.839661706106466,"shelter.shelter_type",1.66226269624147e-75
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","female",0.00783271366392219,"shelter.shelter_type",1.66226269624147e-75
