"Sector","Indicator","Sub Indicator","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","",0.140094128437748,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash",0.396193631942499,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food",0.784446015527274,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water",0.0291437704698089,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel",0.0234421432197432,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter",0.0171481873348245,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items",0.129788132009971,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items",0.280593349695784,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services",0.000787432773485832,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Education services",0.00648321678471755,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare",0.137530808669023,"received_aid_healthcare"
"AAP","% of HHs reporting to be satisfied with the aid received","",0.106560501028172,"aid_satisfaction"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","",0.141817110477944,"critical_shelter"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","apartment",0.0341150563010709,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","container",0.00881842480017428,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_building",0.0142167038111071,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel",0.000627601627647333,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","house",0.823430436095052,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter",0.00998488017966465,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential",0.000750620598530817,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other",9.79549828550036e-06,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building",0.00205164984094069,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building",0.00290114100780008,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","rhu",0.00378202712794116,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent",0.0769699107936219,"shelter.shelter_type"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_abandoned_building",0.0223417523181635,"shelter.shelter_type"
"Education","% of households with at least one school-aged child not attending formal school regularly (at least 4 days a week)","",0.206732196808498,"not_attending_formal"
"Education","% of HHs with at least one child dropping out in previous academic year","",0.0239499940904928,"dropped_from_school"
"Education","Main barriers to education","School stopped functioning and is now closed",0.218184549375622,"education_barriers_not_function"
"Education","Main barriers to education","Lack of safety to access schools",0.109369381819226,"education_barriers_safety"
"Education","Main barriers to education","Costs related to education",0.261198904573769,"education_barriers_cost"
"Education","Main barriers to education","Unable to enroll/register",0.0423673149178474,"education_barriers_unable_to_register"
"Education","Main barriers to education","Physical limitations to access school ",0.109856521649724,"education_barriers_physical_limitation"
"Education","Main barriers to education","School and classes are overcrowded",0.00205770516685514,"education_barriers_overcrowded"
"Education","Main barriers to education","The school infrastructure is poor",0.0105828505857833,"education_barriers_poor_infrastructure"
"Education","Main barriers to education","Curriculum not adapted",0.0125946611168703,"education_barriers_curriculum_not_adapted"
"Education","Main barriers to education","Child working",0.063949757474388,"education_barriers_working"
"Education","Main barriers to education","parental refusal",0.0442668659757895,"education_barriers_parental_refusal"
"Education","Main barriers to education","Lack of interest of children in education.",0.249512922772725,"education_barriers_lack_interest"
"Education","Main barriers to education","Other",0.0739321158019438,"education_barriers_other"
"Food Security","Food Consumption Score","Acceptable",0.879394390787822,"fcs_category"
"Food Security","Food Consumption Score","Borderline",0.0918105353707835,"fcs_category"
"Food Security","Food Consumption Score","Poor",0.0287950738413941,"fcs_category"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress",0.520830135641266,"stress"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis",0.150967439292307,"crisis"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency",0.103329167440184,"emergency"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","",0.325099394087782,"food_expenditure_share"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","",0.363641783393703,"hospital_access_services"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","",0.921683162854635,"clinic_access"
"Health","% HH reporting difficulties in accessing health services","",0.634213472070582,"difficulty_access_healthcare"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high",0.530903073074597,"difficulty_access_healthcare_cost"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility",0.040120740723159,"difficulty_access_healthcare_lack_qualified_staff"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents",0.00280318549599455,"difficulty_access_healthcare_lack_civil_doc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral",0.0182323046000948,"difficulty_access_healthcare_no_referral_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open",0.0199736475960731,"difficulty_access_healthcare_phc_closed"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints",0.0665602462556268,"difficulty_access_healthcare_too_far"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse",0.0119355949326735,"difficulty_access_healthcare_staff_refused_treatment"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy",0.150658543114882,"difficulty_access_healthcare_lack_medicine"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility",0.101203066003086,"difficulty_access_healthcare_no_treatment_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities",0.0245630569289883,"difficulty_access_healthcare_not_inclusive_disability"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","",0.114218897651558,"members_disabled"
"Health, Protection","% of households with members unable to access one or more services due to disability","",0.534068350495093,"difficulty_disability_services"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","",0.176208326935079,"difficulty_accessing_female_services"
"HH profile","% of female-headed households","",0.0731132950914171,"female_headed"
"HH profile","% of single headed households","",0.0885178095483377,"single_headed"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know",0.246231209506845,"no_movement_3"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know",0.198568526769696,"no_movement_12"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","",0.755132082804509,"no_movement_returnee_12"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO",0.770004775235871,"return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD",0.00108952961151412,"return_security_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD",0.049512251026263,"return_livelihoods_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ",0.0648981713713107,"return_secure_hlp"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.0366094817596453,"return_limited_services"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)",0.004319530227315,"return_available_services_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)",0.0134838118016894,"return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination",0.205486266575525,"return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO",0.170870769249477,"no_return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO",0.0977675832381758,"no_return_lack_livelihoods"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO",0.0953001830087701,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance",0.00517669749224653,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.0353249044386312,"no_return_lack_services"
