"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","idp_in_camp",0.765711602107138,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","idp_out_camp",0.197067477693388,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.anbar","returnee",0.146369723319218,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","idp_in_camp",0.606969260875842,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","idp_out_camp",0.293667287809107,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","diyala","returnee",0.117749557639827,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad","host",0.130434782608696,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad","idp_in_camp",0.541061046511628,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad","idp_out_camp",0.1219427975368,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","baghdad","returnee",0.0415658621516967,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_in_camp",0.588163278025707,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.sulaymaniyah","idp_out_camp",0.235116795338352,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","host",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","idp_in_camp",0.814716107698006,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","idp_out_camp",0.0670884233232196,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","ninewa","returnee",0.00268746350839802,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","host",0.0508474576271186,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","idp_in_camp",0.984537329666147,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","duhok","idp_out_camp",0.192473663179983,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","host",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_in_camp",1,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","idp_out_camp",0.000605865974500657,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","erbil","returnee",0.0769230769230769,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","host",0.0405405405405405,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","idp_in_camp",0.593994075322313,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","idp_out_camp",0.140694729533214,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","salah.al.din","returnee",0.018867108336811,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.qadissiya","idp_out_camp",0.736263736263736,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kerbala","idp_in_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kerbala","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","idp_in_camp",0.745204592483813,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","idp_out_camp",0.0656712760464203,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","kirkuk","returnee",0.022559204042387,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","wassit","idp_out_camp",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.basrah","host",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.basrah","idp_out_camp",0.0707070707070707,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","babil","idp_out_camp",0.178571428571429,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","maysan","host",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","maysan","idp_out_camp",0.0952380952380952,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.najaf","host",0.0895522388059701,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","al.najaf","idp_out_camp",0.00168149084457226,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","thi.qar","host",0,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","thi.qar","idp_out_camp",1,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","idp_in_camp",0.178424502974055,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","idp_out_camp",0.541836264448925,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","returnee",0.53362479993644,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala","idp_in_camp",0.161305935226098,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala","idp_out_camp",0.019372779462825,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala","returnee",0.260117707278485,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","host",0.444444444444444,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","idp_in_camp",0.207820311917021,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","idp_out_camp",0.334420010738831,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","returnee",0.538461538461538,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah","idp_in_camp",0.374367603243608,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah","idp_out_camp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","idp_in_camp",0.169370116660643,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","idp_out_camp",0.0879431986427543,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","returnee",0.724524208096995,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok","host",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok","idp_in_camp",0.79926970531738,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok","idp_out_camp",0.122555010902371,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil","idp_in_camp",0.895423181710294,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil","idp_out_camp",0.5,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil","returnee",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","host",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","idp_in_camp",0.0179612529422415,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","idp_out_camp",0.247952993592928,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","returnee",0.226610640757852,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.qadissiya","idp_out_camp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk","idp_in_camp",0.0598446243296479,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk","idp_out_camp",0.527364705505108,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk","returnee",0.599286847417162,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah","idp_out_camp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","babil","idp_out_camp",0.266666666666667,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","maysan","idp_out_camp",0.4,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.najaf","host",0.166666666666667,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.najaf","idp_out_camp",1,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","thi.qar","idp_out_camp",0,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","idp_in_camp",0.956058914064851,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","idp_out_camp",0.667672739110733,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","returnee",0.602148247510839,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","idp_in_camp",0.816895169669083,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","idp_out_camp",0.710846049997675,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","returnee",0.739882292721515,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","host",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","idp_in_camp",0.719125438400119,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","idp_out_camp",0.407518707265321,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","returnee",0.615384615384615,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah","idp_in_camp",0.82694763255506,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah","idp_out_camp",0.996764320221662,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","idp_in_camp",0.923027244590113,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","idp_out_camp",0.767162397890827,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","returnee",0.51698386126867,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok","host",0.666666666666667,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok","idp_in_camp",0.785468256535545,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok","idp_out_camp",0.850866611826417,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil","idp_in_camp",0.930685822510351,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil","idp_out_camp",0.5,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil","returnee",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","host",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","idp_in_camp",0.980691202779897,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","idp_out_camp",0.869506328390083,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","returnee",0.372320056005529,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.qadissiya","idp_out_camp",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk","idp_in_camp",0.894668474874245,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk","idp_out_camp",0.587434592084978,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk","returnee",0.624677321226264,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.basrah","idp_out_camp",1,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","babil","idp_out_camp",0.6,"received_aid_food"
