"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","host",0.0334175727526552,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_in_camp",0.85263872808392,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","idp_out_camp",0.122359995751229,"received_aid"
"AAP","% of HHs reported having received aid in the 30 days prior to data collection","","returnee",0.0590437837935526,"received_aid"
"AAP","% of HHs reporting to have received [type of aid]","Cash","host",0.220628523359569,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_in_camp",0.424546775352762,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","idp_out_camp",0.133886733794351,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Cash","returnee",0.491310841937226,"received_aid_cash"
"AAP","% of HHs reporting to have received [type of aid]","Food","host",0.934965550707845,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_in_camp",0.872648968188967,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","idp_out_camp",0.819655725554497,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Food","returnee",0.611759801679977,"received_aid_food"
"AAP","% of HHs reporting to have received [type of aid]","Water","host",0.0370361134007384,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_in_camp",0.027951079131803,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","idp_out_camp",0.0144851141220473,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Water","returnee",0.0392861978158308,"received_aid_water"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","host",0.0370361134007384,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_in_camp",0.0221070903951257,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","idp_out_camp",0.0229218476220673,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","returnee",0.0260489868294281,"received_aid_fuel"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","host",0.0370361134007384,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_in_camp",0.025638125759508,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","idp_out_camp",0.0153392091782611,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","returnee",0.00338783305846517,"received_aid_shelter"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","host",0.0370361134007384,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_in_camp",0.154353075656424,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","idp_out_camp",0.0772028188805226,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","returnee",0.116039999235398,"received_aid_seasonal_items"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","host",0,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_in_camp",0.419016981078432,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","idp_out_camp",0.221775624872706,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","returnee",0.0723807795141376,"received_aid_other_nfi"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","host",0,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","idp_in_camp",0.00148987882927583,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","returnee",0,"received_aid_protection"
"AAP","% of HHs reporting to have received [type of aid]","Education services","host",0,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_in_camp",0.000210026072222719,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","idp_out_camp",0.00599535738779948,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Education services","returnee",0.017655074919863,"received_aid_education"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","host",0.102070562692894,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_in_camp",0.166544093843124,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","idp_out_camp",0.0664893501893089,"received_aid_healthcare"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","returnee",0.126211024241995,"received_aid_healthcare"
"AAP","% of HHs reporting to be satisfied with the aid received","","host",0.0300189500547032,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_in_camp",0.584253307272728,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","idp_out_camp",0.0883504230842175,"aid_satisfaction"
"AAP","% of HHs reporting to be satisfied with the aid received","","returnee",0.0539031037140565,"aid_satisfaction"
